Country Name,Country Code,Series Name,Series Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024],2025 [YR2025]
Philippines,PHL,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3151000000,3425000000,4601000000,5788000000,5722000000,5021000000,5005000000,5391000000,4629000000,4842000000,5720000000,7074000000,7821000000,8186000000,8840000000,9824000000,11375000000,13483000000,17447000000,20543000000,25228000000,29496000000,18403000000,21842000000,19498000000,21469000000,23542000000,25819000000,25161775241.1156,30734443122.1637,32802573145.7642,34678750643.4322,29142866160,36771714505.6805,38276471889.7413,46384288290.9311,44512401095.2113,49823702338.3837,43197106828.9403,42734423310.7555,51814261868.7948,51976749434.2426,53476930080.7485,48211513848.6389,54227920604.9972,57710230304.0085,55256611694.3348,55056451605.6373,..
Poland,POL,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9506000000,10506000000,11967000000,13276000000,14043000000,10542000000,11547000000,11615000000,11654000000,10945000000,11926000000,12026000000,13846000000,12869000000,15837000000,14393000000,13929000000,13582000000,17024000000,25041000000,27491000000,30713000000,32436000000,30007000000,35924000000,41635000000,46743000000,60999000000,72799000000,87755000000,108185000000,134732000000,166462000000,133296000000,155987000000,183598000000,179165000000,193445000000,203012000000,182050000000,187263000000,215919000000,242228000000,246647000000,252355000000,311571000000,341014000000,362748000000,360537000000,..
Portugal,PRT,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1941607508.19524,1824567191.76877,2564467180.73775,2781934256.32586,3608188712.57622,4667869888.83504,4184643589.03702,4194101943.39271,4646210852.00266,5246497630.32965,5749073582.04903,7264817158.49491,9334525116.72304,11015033400.0989,12842577780.6715,16457895135.5297,16390748441.3384,18348132040.6557,15780789828.9897,18434451064.4073,23809532696.1867,24703612347.4897,23947214699.6938,24850611320.9585,24507448185.8611,24230391758.1583,24112883791.46,26333142627.8428,33106614150.7282,38008457917.6406,38646941792.6497,45040147043.299,52087914237.515,56912938988.719,43882162468.3361,48937557705.0503,58888388804.633,56958651124.0784,61760155038.8982,62826690547.4873,54279489094.7895,54368465326.7926,60238771836.7774,66383268465.5128,64862951739.5284,59638766800.2663,73448878655.9884,79977884834.5781,80391384405.5039,81428186102.617,..
Puerto Rico (US),PRI,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Qatar,QAT,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,114444230769.23,132953846153.846,133335989010.989,126702472527.472,77294230769.2307,57308791208.7912,67498351648.3516,84288461538.4615,72934890109.8901,51503846153.8461,87203296703.2967,130964560439.56,97734775538.4423,95044230769.2307,..
Romania,ROU,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,..,..,..,..,..,..,..,..,..,..,..,2102000000,2599000000,3667000000,4858000000,5341000000,6134000000,6859000000,8022000000,9303000000,11024000000,12367000000,11559000000,11512000000,12646000000,10174000000,9763000000,10491000000,11392000000,10487000000,5770000000,4266000000,4364000000,4892000000,6146000000,7900000000,8068000000,8403000000,8189000000,8307000000,10143000000,11016000000,13293000000,16843000000,22478000000,14451881702.165,18002765600.9,30070071881.4997,39933517649.5377,33710931122.9527,43347321846.0736,55793768176.4651,51267857469.0714,58312628708.1718,62164702975.3692,54502076901.415,57715591930.6054,64585299890.2404,73050449612.881,70622099295.9418,65859398890.5276,82964854563.4318,90527724907.403,93566726931.4734,93320603706.0549,..
Russian Federation,RUS,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,66127690000,81175810000,88500570000,85945190000,73742200000,69656950000,99219930000,96552830000,102068250000,129060080000,177860570000,240024070000,297481400000,346530500000,466297990000,297154640000,392674230000,515409100000,527433960000,521835490000,496806100000,341419050000,281709010000,352941420000,443914670000,419721420000,333529560000,494161150000,592076527644.696,424748220000,433634060000,..
Rwanda,RWA,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,297275256.383186,464235095.722951,590750475.136582,703010080.418986,723090596.107406,682044871.755398,726610898.881262,1040463042.05386,1129625985.6912,1239701740.68896,1407517930.72718,1530830456.17039,2111891324.6811,2465949271.34022,3201001681.43979,..
Samoa,WSM,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,14731371.9254543,9737444.37998139,18132117.5538976,17219498.7714141,10782479.2061425,13459423.9882864,17693792.8124793,18342851.8548044,16122758.6265803,10506494.4362881,11768596.4955001,15092985.2867426,12866755.0096724,8875028.7716888,6471851.75111583,5822467.45304216,6435403.72668792,3518686.08369515,8761204.61509693,10084588.2236473,14632497.6898626,20399046.2351806,22421703.2529391,..,..,..,..,11895645.7976497,11996778.5973049,10345337.7276993,13888910.3191253,11255701.5624341,11550403.8168026,23138699.1111368,24640076.8398158,31175637.6305405,23944033.3829084,27497031.5566684,33784412.827901,36255445.0207062,37341564.5026195,42250904.8059903,50562888.8497445,38293036.0588334,29000635.397813,40864209.3650215,43370656.5139006,42233692.7142209,..
San Marino,SMR,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1786572503.4765,1935279475.41884,1861097113.96319,1785331839.23889,2342706112.19061,2445106617.52187,2525087460.42569,..,..
Sao Tome and Principe,STP,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,17336945.4703453,7062531.19711034,8230484.43965387,22999051.284992,22945825.5739645,26587039.8971175,16979472.2445204,7198017.06021296,8792982.74504013,8633477.89763524,12221836.2132112,7068811.12410069,9886233.87777434,6520790.91844903,9509709.30008107,4913683.6786053,4220000,..,..,..,..,..,..,5300000,4740000,3900000,2690000,3284921.11808,6177303.52,6568600,5439600,6790804,7710857,6810434.16223675,7831400,9206153.06,10933960.7677869,10944716.8309687,15123831.4632269,12887099.1252258,17219459.3225989,11306367.4623051,13644241.8900438,15590436.4653402,16027934.2965569,13148547.5343058,13931154.3025916,20790920.8309108,21861603.2787912,23624536.5768867,29349257.2195264,..
Saudi Arabia,SAU,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,..,..,..,..,..,..,..,..,..,..,..,2705696803.38262,4058142708.27514,7702499438.46137,30870422543.9071,27888233859.7239,36314447602.3553,41051725298.9807,37534250750.2293,58771079837.8889,101573862343.255,112422487281.672,74202836566.5419,45864267926.6477,37544580645.7681,27478262711.3642,20168634064.0809,23168000000,24344000000,28346666666.6666,44354666666.6666,47725333333.3333,50220000000,42338666666.6666,42557333333.3333,49974133333.3333,60647733333.3333,60651466666.6666,38770133333.3333,50688933333.3333,77480533333.3333,67972800000,72464266666.6666,93244106666.6666,125997600000,180571733333.333,211023466666.666,233174133333.333,313480533333.333,192307200000,251142666674.933,364698649600,388369600000,375900941866.666,342456879999.999,203536533333.333,183607466666.666,221861671480.533,294387200000,261617163551.733,173864000000,276198400000,411213614017.6,320220014287.2,305776968327.733,..
Senegal,SEN,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,472612355.698765,542571164.940908,536512805.270532,685323244.884448,434732782.469248,517577796.945756,470182738.717964,603426649.587542,564535819.012339,642119677.084488,632534119.834418,548075448.983897,694530464.341775,707501271.395903,713182038.966015,804148357.305443,937910487.502244,848543557.514305,860623560.510881,736820523.278171,818779098.154292,993311757.128589,984217785.324145,900585202.681727,967420091.9534,1026743076.2015,923297148.450698,1002915501.7273,1071902583.94747,1256582759.84054,1520347388.02359,1593583069.5555,1601223140.93579,1683730102.77126,2217286789.53279,2105302670.33152,2166456003.72179,2624466009.02692,2745985142.88276,2880115758.95748,2982723254.70471,2823307633.62043,2874563717.75829,3285684203.88494,3866092163.397,4428041980.06907,4188513933.80979,5490564409.32662,5981874795.47566,5520414704.03749,..,..
Serbia,SRB,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7986151185.42667,10092188328.6303,7750547773.26268,9074642128.56235,11305469386.1606,10754620471.2792,13973907477.0069,14137566301.2983,12704442112.7423,14179913202.3275,15904718053.4765,17829784590.1915,18372431608.5948,18414377842.9599,24827961325.9691,28311062019.6639,30201123505.9596,32220613128.5723,..
Seychelles,SYC,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3046280.55023452,4827705.00910299,6630740.16991054,6223197.17744123,5650040.55891308,4643105.95279533,3840097.65575286,4993390.28997023,4975064.34852404,4635064.35926464,4413725.05637649,8085239.4434614,17263394.7926278,34220328.7495609,56996411.3037,49177472.2427302,47917341.6967404,50332591.3822163,52988035.3319499,53234214.7953318,96318230.4434287,113263291.227384,122306453.426408,145135780.131335,194101618.560857,215749650.436403,235928394.15332,285614758.028595,300362779.363636,350101876.90909,419201876.450158,397557333.610103,437609651.125359,431798721.347519,400233777.390149,476895953.356158,559121524.847199,629231855.242417,539047611.86785,449378320.724328,458313704.821366,543869935.667553,572651572.85861,483204709.490175,473095872.091025,515711919.279364,562903302.102882,568316418.648865,594523419.209892,..
Sierra Leone,SLE,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,150283908.490293,193592751.807146,211642205.061206,226615100.723973,165904799.970654,122552737.018763,115099203.418353,139205960.301202,135841760.053787,131722746.518649,141975367.573351,107904010.826078,142026554.813904,148515145.679148,149508624.119318,150376670.489823,118268014.567289,115989422.623731,41468939.8946658,46777429.9267159,15718976.1406851,31641679.7453086,6289674.89656051,12795984.9435382,29150959.6645107,59839560.6313694,110790432.612962,146148823.741437,183631022.822183,262494762.33823,287153986.006678,271499137.646297,267652527.020481,360172895.80616,381523359.17775,1053507333.22844,1536142818.77826,1298717851.2257,581254400.530823,712427791.313815,766398430.380472,631000000,647000000,508000000,861000000,1178997736.76331,1339000000,1548137071.9106,..
Singapore,SGP,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,..,..,..,..,..,..,..,..,..,..,..,..,2169600000.77141,3598567573.55386,5905534431.4781,5480959813.19285,6654007914.30336,8245060263.25481,10123019759.4291,14247950738.7507,19429683402.0847,21090157507.1579,21015642348.8104,21894418031.705,24090948161.7519,23186600917.0869,22738413259.0407,29096099209.3954,40702982719.8529,45699945733.6848,54678553038.105,61332870249.7756,66565082158.4235,77857973572.2806,97918996493.598,133018431960.49,141901280636.671,143057492926.965,120106237943.915,128327941520.628,154942564517.033,138394366315.096,142462058559.896,167415905329.519,206597471544.771,242166669921.097,280600885289.921,311490399342.667,354207416159.304,289514843754.612,374434748595.84,448740757582.045,451056600365.294,457985455126.668,450614735014.403,396222355572.527,372388950194.808,415152741821.605,459038310649.261,438697389721.378,416046071426.414,511650857844.657,608407108317.214,571326887272.546,601132287275.176,..
Sint Maarten (Dutch part),SXM,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,126770949.72067,130525139.664804,164262569.832402,132189944.134078,128916201.117318,131821229.050279,122944134.078212,148350977.843575,181052141.402235,134137247.111732,144251962.642458,209396688.675978,231039604.782123,..,..
Slovak Republic,SVK,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5452474588.56055,6706092529.53815,8590826423.08745,8823792904.39876,9640726247.6639,10720173975.9027,10201259493.4437,11896090154.1952,12649864384.7159,8121986239.48524,11731383936.1928,33658276915.0704,38660669205.4974,49963337484.112,63358712442.062,71352674200.0693,53623950505.4633,61617372910.3326,76066130754.9411,77283737364.3257,82396178608.7038,82038399234.5408,71483862052.2715,73867614301.6514,79284745353.9243,88585635014.9103,84462575022.2252,80139982636.3651,97337678491.7347,101424317049.147,108678008493.396,106325219798.509,..
Slovenia,SVN,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5611700000,4918300000,5919400000,7337300000,7369900000,7518500000,8211400000,7859300000,8760700000,9286800000,10423000000,12850400000,16006500000,18074600000,21773957863.5024,27567017360.9776,29556395400.2693,22716656633.6826,24678824415.582,29298353461.4803,27313355358.0535,28754693017.0318,30352816552.2316,26566954535.7931,27537204187.7261,32080550351.8759,36376509125.4317,35830422177.1621,33863930578.3807,41669931778.1791,44854614944.9522,44781410904.729,45599364893.2146,..
Solomon Islands,SLB,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,15447722.1155524,24319204.8393995,32822635.7907187,35025133.7765525,68478571.8118117,73268262.7001297,66194244.4611586,58284156.7558566,61990757.6857853,93113441.4670725,70976746.2880688,63853000.2932198,63195989.9332347,81920112.684172,74697753.1805412,70112768.3273248,83433096.970255,101738328.608995,129057219.340806,142160151.710413,168296191.902287,161509289.354453,156445823.5153,141829268.778058,164546649.281662,69287638.5134599,40039712.4802448,33474237.4695039,66626531.8193175,85642876.7760837,104757514.289848,113984569.83985,164456236.403796,209841147.593595,164901408.276339,223952032.230665,419650143.25257,499690095.78945,447808090.01887,455210233.841621,420708944.385288,432138584.712774,467990273.352384,535980418.210565,460924260.322452,378712318.630588,371236827.341806,340868967.791107,430769827.812695,510244190.998129,..
"Somalia, Fed. Rep.",SOM,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
South Africa,ZAF,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,1987999205.59551,2080399168.67249,2230199108.81243,2393999043.35798,2536798986.29512,2585798966.71473,2745398902.93859,2958198817.90375,3291398684.75708,3352998660.14173,3316598674.68716,3622301658.24038,4511200021.12327,6239348867.30072,8747567732.1753,8839265940.98469,8559449992.557,10494899990.874,12993849988.701,17690058600.7603,26013394351.1981,21008683395.4139,17753330395.5742,18684414751.9414,17170850800.6315,16263926781.5449,18032550277.5561,23626305610.4051,24367871049.8667,22676225043.8648,23726268780.4563,22934999182.7559,24539919850.4023,26017308969.7066,26250591782.8762,29783450232.3617,30426457917.2844,31166601219.4039,29198775557.6002,28533997381.8249,31949744260.4211,31063633958.2532,31772111971.7125,38700083788.9433,48236927417.6717,56261041953.2078,66157547302.1353,78691590487.7346,89030761368.9467,70556077152.1068,91760122454.7508,109454328329.752,100042921407.803,96524479547.8262,93246684683.9006,80790790820.7165,76517462442.0129,87638027809.0249,94289618799.4035,89927265207.0076,85470584218.3307,121921158282.624,124028226500.726,112363421321.254,111560865798.806,..
South Sudan,SSD,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3753630581.43178,2428700000,1468960000,2179430000,2946370000,3483650000,2190860000,4241350000,4968588100,4014500000,..,..
Spain,ESP,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7821050191.67187,9015180711.17643,10600891398.1144,13491229192.8419,18356978259.2883,20546771286.8606,20973667222.4508,21288329911.1421,20004108399.5229,22964530676.3908,23959552537.1693,26875768096.4645,33861409837.0843,39945426891.8287,43783030149.925,55657617113.9206,60166814752.776,65847035600.8744,62018683095.783,73968443401.3602,93490417576.2291,103236926608.264,107554906595.805,111179652835.47,114768537034.726,117680994767.659,118911233064.419,127738943901.053,158381207006.111,186630563855.411,195073930627.474,213661282299.757,262113097280.687,285322727190.14,229830701310.588,254565471687.3,304217312788.844,291515484569.747,316521411544.486,321490862992.75,280504041252.894,287712088282.832,318157430885.422,344687780659.048,330670735498.913,304605110792.986,375754328674.603,409584756471.037,417762163962.067,419448139535.758,..
